,10000,12500,15000,17500,20000,22500,25000,27500,30000,32500,35000,37500,40000,42500,45000,47500,50000
Creation_B,0.0566215515,0.0706875324,0.0533652306,0.0617656708,0.0704154968,0.0833077431,0.0921561718,0.1019611359,0.1099576950,0.1224796772,0.1288223267,0.1399703026,0.1599228382,0.1594157219,0.1797735691,0.1867432594,0.1955053806
Search_A,9.3550593853,9.0023028851,12.7383987904,17.4128124714,22.2595925331,28.6364161968,34.6936719418,42.5915863514,50.1808431149,60.2867999077,68.2581782341,79.2121253014,88.8968076706,101.4387755394,113.7812714577,127.9838163853,139.1975455284
Search_B,0.0733611584,0.0580468178,0.0689647198,0.0828967094,0.0949130058,0.1090912819,0.1228291988,0.1335000992,0.1482861042,0.1606936455,0.1749320030,0.1886024475,0.2034783363,0.2183983326,0.2301886082,0.2644617558,0.2595443726
Creation_Tree_A,0.0468461514,0.0383574963,0.0450661182,0.0604348183,0.0663361549,0.0819878578,0.0853180885,0.1012773514,0.1064393520,0.1284759045,0.1230404377,0.1421558857,0.1504511833,0.1673774719,0.1775329113,0.2165286541,0.1989345551
Creation_Tree_B,0.0352182388,0.0281155109,0.0607583523,0.0866096020,0.1018841267,0.1092720032,0.0736639500,0.0604143143,0.0955598354,0.0718257427,0.1081883907,0.1214499474,0.1320064068,0.1393949986,0.1425423622,0.1477959156,0.1675150394
Search_Tree_A,0.0461964607,0.0406510830,0.0448043346,0.0595767498,0.0665938854,0.0805518627,0.0746889114,0.0851783752,0.0950734615,0.1045341492,0.1154432297,0.1254806519,0.1293497086,0.1436121464,0.1563792229,0.2016489506,0.1684911251
Search_Tree_B,0.0324397087,0.0279657841,0.0339777470,0.0405609608,0.0468859673,0.0540907383,0.0490300655,0.0545842648,0.0603895187,0.0653142929,0.0712878704,0.0767068863,0.0817024708,0.0885469913,0.0930199623,0.0993597507,0.1048936844
