,4095,8191,12287,16383,20479,24575,28671,32767,36863,40959,45055,49151,53247,57343,61439,65535
Creation_B,0.0166503906,0.0313295841,0.0489482880,0.0673135281,0.0860723495,0.1044607162,0.1227336407,0.1430303097,0.1619075298,0.1804639816,0.1989089012,0.2235780239,0.2402512550,0.2613358021,0.2845159531,0.3025545120
Search_A,0.7600502968,2.9521317005,6.5997206211,11.7720196247,18.2997276783,26.4779815197,35.9041481972,46.8157055378,59.2331677914,73.1668883324,88.4292350292,105.3557394505,123.4688772202,143.2009351730,164.4940981388,187.1258330345
Search_B,0.0178067684,0.0387520313,0.0615513325,0.0836668968,0.1072319984,0.1324081421,0.1557966709,0.1817639351,0.2057222843,0.2327033520,0.2586622238,0.2862992287,0.3109699249,0.3361093044,0.3616482258,0.3961184025
Creation_Tree_A,0.0138151646,0.0296267986,0.0482426167,0.0657454491,0.0818856716,0.1049443722,0.1268697262,0.1438474655,0.1719352245,0.2006873608,0.2167013645,0.2340161324,0.2804399490,0.2985925198,0.3421726704,0.3607603073
Creation_Tree_B,0.0108632088,0.0222357750,0.0349210739,0.0496129036,0.0715027809,0.0815848827,0.0965596676,0.1185369015,0.1381437778,0.1669750690,0.1817691803,0.1978244781,0.2317150116,0.2503431320,0.2555252552,0.3029649258
Search_Tree_A,0.0146122932,0.0267528057,0.0438509464,0.0594658375,0.0773582935,0.0960635185,0.1161452770,0.1307343960,0.1541139126,0.1779452324,0.1925963879,0.2116792202,0.2364964962,0.2608018875,0.2847300529,0.3049869537
Search_Tree_B,0.0089190960,0.0191940784,0.0301703453,0.0415314674,0.0535822392,0.0655873775,0.0770751476,0.0895290375,0.1015387058,0.1168226242,0.1263427734,0.1395241261,0.1522059441,0.1653191566,0.1780481339,0.1887814045
