,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
Creation_B,0.0048978567,0.0098768234,0.0160685778,0.0214431524,0.0277968884,0.0345943928,0.0408238173,0.0470954895,0.0536218405,0.0602190018,0.0663850307,0.0731908321,0.0795748234,0.0857965469,0.0927108288,0.0997804880,0.1067003012,0.1143452644,0.1170625448,0.1286547422
Search_A,0.0684699774,0.2679479837,0.6106156111,1.0644057274,1.6673108578,2.3852302074,3.2563305855,4.2586956501,5.3732245207,6.6274621248,8.0442894697,9.5548409224,11.2069368839,12.9857222557,14.9598109722,16.9376830101,19.1539261341,21.4708850384,23.9350954533,26.5213918447
Search_B,0.0053633213,0.0119149446,0.0193388939,0.0259109259,0.0333760262,0.0409327269,0.0492468834,0.0562438965,0.0655857801,0.0724944115,0.0806057215,0.0896073818,0.0958341599,0.1057807446,0.1141776085,0.1212195396,0.1310406208,0.1387588024,0.1447616577,0.1580671787
Creation_Tree_A,0.0041505575,0.0085596085,0.0151713610,0.0206969023,0.0291953802,0.0341382980,0.0428261042,0.0481565952,0.0583581448,0.0592604637,0.0698369980,0.0775028706,0.0817609310,0.0916324139,0.1026875973,0.1053645372,0.1198257446,0.1217701674,0.1274242163,0.1450176239
Creation_Tree_B,0.0030206680,0.0078008890,0.0129744530,0.0152971029,0.0189584255,0.0252322674,0.0272663355,0.0327574492,0.0384043217,0.0470451593,0.0491605759,0.0570959568,0.0583477020,0.0638138056,0.0717987061,0.0770444393,0.0806246996,0.0844396830,0.0926460505,0.0881889820
Search_Tree_A,0.0037087202,0.0084412098,0.0141535997,0.0192378998,0.0254122734,0.0313864470,0.0383077860,0.0446672440,0.0523337364,0.0561361074,0.0643559217,0.0724346638,0.0763177156,0.0846461535,0.0946825504,0.0985353947,0.1109451771,0.1126064539,0.1169548988,0.1321946144
Search_Tree_B,0.0026947975,0.0059462309,0.0097169399,0.0136749268,0.0172898293,0.0213259220,0.0251654625,0.0294117928,0.0337211132,0.0378528118,0.0420334339,0.0466146231,0.0498291969,0.0546427727,0.0595884085,0.0632783413,0.0680309057,0.0728419065,0.0757172108,0.0826453924
Depth_A,21.7000000000,24.3000000000,26.4000000000,27.7000000000,28.6000000000,28.4000000000,29.1000000000,30.2000000000,31.5000000000,29.9000000000,32.1000000000,33.4000000000,31.7000000000,32.4000000000,34.0000000000,32.9000000000,33.9000000000,33.8000000000,33.5000000000,35.1000000000
Depth_B,10.0000000000,11.0000000000,12.0000000000,12.0000000000,13.0000000000,13.0000000000,13.0000000000,13.0000000000,14.0000000000,14.0000000000,14.0000000000,14.0000000000,14.0000000000,14.0000000000,14.0000000000,14.0000000000,15.0000000000,15.0000000000,15.0000000000,15.0000000000
